"time","Mx","My","M_eliminated"
6.22,0.536092731717487,0.787210548425549,0.77669671985696
6.23,0.533390337205488,0.788308724286733,0.778300938507775
6.24,0.530711647576406,0.789391266836043,0.779897085587548
6.25,0.528056442954634,0.790458325164725,0.781485231880637
6.26,0.525424505512214,0.79151004697295,0.783065447514833
6.27,0.522815619449772,0.792546578582758,0.784637801967467
6.28,0.520229570978876,0.793568064950053,0.786202364071068
6.29,0.517666148302077,0.794574649678159,0.787759202019761
6.3,0.51512514159167,0.795566475032252,0.789308383376075
6.31,0.512606342972862,0.796543681950797,0.790849975076337
6.32,0.510109546508301,0.797506410056061,0.792384043435634
6.33,0.507634548179927,0.79845479766644,0.79391065415363
6.34,0.50518114586923,0.799388981809875,0.795429872320892
6.35,0.502749139338396,0.800309098236664,0.796941762424937
6.36,0.500338330214414,0.801215281430257,0.798446388355325
6.37,0.497948521972758,0.802107664618347,0.799943813408892
6.38,0.495579519919309,0.802986379785148,0.80143410029554
6.39,0.493231131172592,0.803851557683467,0.802917311143937
6.4,0.490903164646896,0.804703327846176,0.804393507506925
6.41,0.48859543103581,0.80554181859739,0.805862750366796
6.42,0.486307742795813,0.806367157063626,0.807325100140558
6.43,0.484039914129856,0.80717946918495,0.808780616685191
6.44,0.481791760972176,0.807978879725301,0.81022935930252
6.45,0.479563100971113,0.808765512284163,0.81167138674472
6.46,0.477353753470824,0.80953948930899,0.813106757220182
6.47,0.475163539496797,0.810300932105048,0.814535528398151
6.48,0.472992281742513,0.811049960844478,0.815957757413006
6.49,0.470839804553836,0.811786694576899,0.817373500869262
6.5,0.468705933912023,0.812511251240959,0.818782814847015
6.51,0.466590497417485,0.81322374767536,0.820185754907151
6.52,0.464493324276098,0.813924299628166,0.821582376095733
6.53,0.46241424528516,0.814613021766337,0.8229727329485
6.54,0.460353092817825,0.815290027686312,0.824356879495859
6.55,0.458309700807819,0.815955429924393,0.825734869267786
6.56,0.456283904734894,0.81660933996662,0.827106755298484
6.57,0.454275541610664,0.817251868258405,0.828472590130928
6.58,0.452284449964469,0.817883124214132,0.829832425821396
6.59,0.450310469829247,0.818503216226756,0.831186313943994
6.6,0.448353442728455,0.819112251676687,0.832534305594854
6.61,0.446413211661281,0.819710336941845,0.83387645139687
6.62,0.444489621086903,0.820297577408348,0.835212801504746
6.63,0.442582516911999,0.820874077478999,0.836543405608999
6.64,0.440691746479282,0.821439940581079,0.837868312939635
6.65,0.438817158554057,0.821995269175481,0.839187572270459
6.66,0.436958603309594,0.822540164766642,0.84050123192376
6.67,0.43511593231315,0.823074727912049,0.841809339774798
6.68,0.433288998514176,0.823599058230243,0.843111943255577
6.69,0.431477656232232,0.824113254409037,0.844409089358727
6.7,0.429681761143586,0.824617414214618,0.845700824641793
6.71,0.427901170268052,0.825111634500489,0.846987195231456
6.72,0.426135741956472,0.825596011215975,0.848268246827549
6.73,0.424385335878519,0.826070639414513,0.849544024706965
6.74,0.422649813010526,0.826535613261917,0.850814573727554
6.75,0.420929035623323,0.826991026044642,0.852079938332031
6.76,0.419222867270981,0.827436970177439,0.853340162551576
6.77,0.417531172778074,0.827873537212001,0.854595290009923
6.78,0.415853818226131,0.82830081784617,0.855845363927696
6.79,0.414190670942885,0.828718901931246,0.857090427125866
6.8,0.412541599492396,0.829127878478694,0.858330522028906
6.81,0.410906473663485,0.829527835668003,0.859565690668508
6.82,0.409285164457136,0.829918860855248,0.860795974687613
6.83,0.407677544074461,0.83030104058126,0.862021415344275
